0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Being extremely allergic to sour cream,I make that aware yet I am still served with sour cream,,,,,,,,,,,,,,,,,,
The tacos weren't as crunchy,,,,,,,,,,,,,,,,,,,
This Taco Bell must be broke tortilla with cheese sauce ,,,,,,,,,,,,,,,,,,,
The tacos we ordered were soggy,I feel sick after eating two tacos I didn't finish my meal,The meat tasted foul,and came with no cheese,the lettuce was soggy,,,,,,,,,,,,,,,
 I also tried one of their new burritos (minus the rice), So it was a very anemic burrito , Without the rice,,,,,,,,,,,,,,,,,
The service here is great and the food is always accurate,,,,,,,,,,,,,,,,,,,
The food was fresh,and reasonably priced,,,,,,,,,,,,,,,,,,
and I asked that it be switched to the regular tacos (I cannot have sour,I had gotten the supreme taco,,,,,,,,,,,,,,,,,,
They shorted the quantity of nacho fries and half filled all of the cheese sauce containers,,,,,,,,,,,,,,,,,,,
The food is good,,,,,,,,,,,,,,,,,,,
I sat in line for 15 minutes to order order my food ,and then get told I can't use my husband's debit card because we don't have the same last name highly upsetting I would like to know when this policy change was because I've use that card there all the time and then to be stuck in line and not even be able to order my food is ridiculou,,,,,,,,,,,,,,,,,,
1 don't allow outside food or drinks,,,,,,,,,,,,,,,,,,,
Laziest people work here went to get food after work ,,,,,,,,,,,,,,,,,,,
poor quality,,,,,,,,,,,,,,,,,,,
This better be the best damn soft tacos that has ever entered my mouth,,,,,,,,,,,,,,,,,,,
Took FOREVER to make my food,,,,,,,,,,,,,,,,,,,
The food was hot,,,,,,,,,,,,,,,,,,,
but these employees are wasting a ton of food ,1 bean burrito,After showing them the receipt and giving them the taco and burrito back,bean burrito,one soft taco,Order 2 comes out as the same taco,1) chicken griller,Order 3 eventually comes out and it included two chicken grillers (remember,,,,,,,,,,,,
I had to wait 20 minutes to get my food which happened to be old,,,,,,,,,,,,,,,,,,,
Still hungry and wanting Taco Bell I ordered a bean burrito,I ordered a Crunchwrap with beans instead of beef ,and it had BOTH I didn't even notice at first because the beans disguised it,an item that had no meat,I accidentally ate meat twice tonight,,,,,,,,,,,,,,,
They just forgot that we were there waiting for our food,items that we paid extra for alterations like guacamole were paid for but we were given the regular burrito,this taco Bell is kind of our hotspot,,,,,,,,,,,,,,,,,
Excellent food ,,,,,,,,,,,,,,,,,,,
but I'll be damned if I have to pay more than $1 for a taco,I get a hybrid slurry of chicken paste product,there it is: a tasty bag full of half-a-dozen different combinations of beans,cheese,I love my local Taco Bell at the corner of ab,but once I round the corner,,,,,,,,,,,,,,
We ordered two nacho boxes and it looks like they ran out of chips,and we barely got a handful of chips ,and a crap ton of over cooked meat,,,,,,,,,,,,,,,,,
We also requested a bean burrito no onions guess what we got onions,,,,,,,,,,,,,,,,,,,
 The food is always fresh,,,,,,,,,,,,,,,,,,,
So I had to either choose chicken or steak,beans,,,,,,,,,,,,,,,,,,
fake food that tastes fine,I mean it's fine I like a couple things on the menu and who doesn't crave junk food now ,I can't bring myself to give Taco Bell 5 star cause it's not real food ,a chicken burrito,My crunch wrap was closed correctly and tasted as should,,,,,,,,,,,,,,,
I've received tacos that do not have ,and meat on them what's so every,I'm not paying for lettuce ,,,,,,,,,,,,,,,,,
Usually the Taco Bell's I go to the customer service isn't great and the food is thrown together,They're kind and the food is actually put together very nicely,,,,,,,,,,,,,,,,,,
So since my yelp friend Paul reminded me it was taco Tuesday ,I hate having taco shells broken,don't mess with my tacos,People don't like their taco shells broken if they did they would order a tostada instead,I purposely order them without lettuce so they are not so filled up that they break,,,,,,,,,,,,,,,
No complaints about the food or speed,,,,,,,,,,,,,,,,,,,
Trash food always old,,,,,,,,,,,,,,,,,,,
And all of the other food was dry,a burrito,a soft taco,No soft taco,no meat & sloppy,2 nachos and cheese,,,,,,,,,,,,,,
The last two times I've been here the food has been pathetic,00 for almost no meat,,,,,,,,,,,,,,,,,,
Good flavor and polite most of the time but Nachos are too often served with crumbs instead of chips,,,,,,,,,,,,,,,,,,,
heard there was a new burrito,The chicken chipotle burrito isn't even a burrito,It's in a flour taco tortilla,,,,,,,,,,,,,,,,,
Every single time I order cheesy bean and rice burritos (from the VEGETARIAN menu) they have meat in them,,,,,,,,,,,,,,,,,,,
We were given a beef chalupa in place of a 7 layer burrito,spicy potato tacos,The quesadilla was cold and the cheese wasn't even melted,,,,,,,,,,,,,,,,,
They got my order right and the food was tasty,The chalupa and burritos were good,Basic taco was not worth,Mexican Pizza was half beans ,,,,,,,,,,,,,,,,
I was waiting for a half hour for my food ,,,,,,,,,,,,,,,,,,,
After waiting 18 minutes we were expecting all of our food ,a dollar taco,They forgot a Crunchwrap and the taco,they have bomb chicken nuggets ,,,,,,,,,,,,,,,,
All that's left is to put the right food in the bag ,,,,,,,,,,,,,,,,,,,
I'll admit it - I love the food,Make sure you check your food BEFORE driving away,,,,,,,,,,,,,,,,,,
Go to any other food place other,,,,,,,,,,,,,,,,,,,
this was the worst fast food restaurant I have ever purchased food from,1 star because I like the food,but the popcorn chicken combo usually wins out,More than once I have had to sit and stare through the glass window after giving them my money for over 5 minutes before getting anyone's attention - no explanation for delay offered- turns out that they were frying more chicken,No forks given when I ordered mac and cheese with a meal,,,,,,,,,,,,,,,
food was slapped together with no care also if you have a sign up in the window that says open at 7am then you don't open until 730am maybe the sign needs to be removed,,,,,,,,,,,,,,,,,,,
The staff is really friendly they always care and the food comes out fresh,,,,,,,,,,,,,,,,,,,
Swear I could taste it in the food it smelled so strong,,,,,,,,,,,,,,,,,,,
My fresco bean burritos were perfect,,,,,,,,,,,,,,,,,,,
Beans were overdone on burritos,,,,,,,,,,,,,,,,,,,
this is a Taco Bell and you are going to get Taco Bell food late at night ,,,,,,,,,,,,,,,,,,,
This place sucks they over filled my drink split it all over the place in the drive threw and just handed it to me they take forever when you have not a lot of food ,and then not only did all that happen but I get my food ,and it's wrong had to go back and get the right food ,and they still don't want to make it and take the longest time to make one thing I would just stay far away from here the food is not that great,,,,,,,,,,,,,,,,
"Waited at the counter for a solid 2-3 minutes for a cashier at 5pm on a weekday (wish the counter was furnished with a taco ""bell""",,,,,,,,,,,,,,,,,,,
Worst drive thru ever I've never had to wait 15 min in a drive thru and that's just to order my food,,,,,,,,,,,,,,,,,,,
It's the same food as every Taco Bell ,,,,,,,,,,,,,,,,,,,
they actually put cheese on the tacos,,,,,,,,,,,,,,,,,,,
you literally gave me 3 hot sauces for 15$ worth of food split for 3 people,,,,,,,,,,,,,,,,,,,
Worst Taco Bell food I have ever had,I've been here about 5 times over a course of 4 years because this is the only place in the South Shore that tastes remotely like Tex Mex food, The tacos/gorditas/etc, There is hardly any meat in them too, I think they pre-make them and keep them under a weak heating lamp because the letttuce is always withered and melted into the cold hard cheese goup that was once hot,,,,,,,,,,,,,,,
There were 4 people waiting for food,"Everyone ended up with ""we don't want any food",,,,,,,,,,,,,,,,,,
 Which means only tacos ,,,,,,,,,,,,,,,,,,,
Fast food,tacos ,,,,,,,,,,,,,,,,,,
Other then that decent junk food plac,,,,,,,,,,,,,,,,,,,
mmmmmm tacos,,,,,,,,,,,,,,,,,,,
Says it closes at 4am but shuts the grille down at 3am which means you can't order anything but tacos,,,,,,,,,,,,,,,,,,,
 I have come home twice to find that a burrito is missing,,,,,,,,,,,,,,,,,,,
The food is cheap,,,,,,,,,,,,,,,,,,,
I understand that the food may take a few,,,,,,,,,,,,,,,,,,,
he went to go check and came out with my food after another 10 mins cause he didn't know what happened,all you had to do was put cheese on chips omg how long,,,,,,,,,,,,,,,,,,
lots of mistakes while I was waiting 30 minutes from my food,,,,,,,,,,,,,,,,,,,
It's good food ,This never distracted me from getting to the best fast food burrito in America though ,,,,,,,,,,,,,,,,,,
You're open til 2am and we have no food at 215am,,,,,,,,,,,,,,,,,,,
It's Taco Bell food,I come here when I need food fast ,,,,,,,,,,,,,,,,,,
got home opened up the food kind of surprised,of the quality of the food, I didn't say anything until my son started complaining about his food,Especially my son he loves cheesy potatoes  burrito,I ordered my son cheesy potato grilled instead of his favorite because they don't make cheesy burrito now,He showed me that in the middle of his burrito is kind a thin,Seems like the price is going up,but the quality is lacking,,,,,,,,,,,,
also they are so inconsistent with the ingredients in the food,Some days I get a bean burrito with sour,They have options for non meat eaters,,,,,,,,,,,,,,,,,
but they try hard and as late night drunk food goes,,,,,,,,,,,,,,,,,,,
 They didn't wrap the tacos correctly,they used stale chicken to make the chicken flat,,,,,,,,,,,,,,,,,,
And the food is pretty good,,,,,,,,,,,,,,,,,,,
The bowl ,70 for a bag of chips and salsa that other,,,,,,,,,,,,,,,,,,
The customer service is always terrible and my food is always wrong,got home and had two crunchy tacos and one of the dollar burritos in both boxes,Not only was it NOT what I ordered the tacos were so old,,,,,,,,,,,,,,,,,
 Just when you think their ingredients cannot be combined another way,,,,,,,,,,,,,,,,,,,
It takes about 20 from the time you order to the time you get your food,,,,,,,,,,,,,,,,,,,
Worst tacos I've ever got at any Taco Bell,,,,,,,,,,,,,,,,,,,
I ordered the chipotle one,"I got a ""chickstar"" which is a crunchwrap with crunchy chicken", The new Mountain Dew citrus flavor was not to my taste- tasted diety,,,,,,,,,,,,,,,,,
 It's really good food that hits the spot,one Doritos Locos taco,a crunchy taco, I started with the crunchy taco,,,,,,,,,,,,,,,,
Got two crunchy tacos at the drive through,,,,,,,,,,,,,,,,,,,
Nia was the best she took her time explained what was in the food made recommendations I brought a pie only because she said it was good,,,,,,,,,,,,,,,,,,,
a guy kept approaching the cars asking for money to get food,I offered to buy him some food,I guess he was planning on buying food other,,,,,,,,,,,,,,,,,
My food cost less than $3 total,I have gone to this taco bell my entire life (North PDX Native here) and tonight I waited 40 minutes for 2 bean burritos ,,,,,,,,,,,,,,,,,,
I get them no meat no nacho cheese add beans ok,,,,,,,,,,,,,,,,,,,
but it's probably because I'm not ordering $30 worth of food one taco at a time,,,,,,,,,,,,,,,,,,,
